_id,AnnoS,AteneoCOD,AteneoNOME,ClasseNUMERO,CorsoNOME,SedeC,IstatP,Lau
2921,2015,6307,Napoli Pegaso - telematica,LM-56,Scienze Economiche,NAPOLI,63,141
2922,2016,1502,Milano Politecnico,L-09,Ingegneria dei Materiali e delle Nanotecnologie,MILANO,15,141
2923,2016,101,Torino,LM-77,Professioni Contabili,TORINO,1,141
2924,2016,5816,Roma San Raffaele - telematica,L-22,Scienze Motorie,ROMA,58,141
2925,2018,3801,Ferrara,L-19,Scienze Filosofiche e dell'Educazione,FERRARA,38,141
2926,2018,2201,Trento,L-24,Scienze e Tecniche di Psicologia Cognitiva,ROVERETO,22,141
2927,2018,1502,Milano Politecnico,L-08,Ingegneria Biomedica,MILANO,15,141
2928,2017,6303,Napoli L'Orientale,L-11,Lingue e Culture Orientali e Africane,NAPOLI,63,141
2929,2017,3701,Bologna,L-22,Scienze delle Attivita Motorie e Sportive,BOLOGNA,37,141
2930,2017,3701,Bologna,L-09,Ingegneria Energetica,BOLOGNA,37,141
2931,2017,1801,Pavia,L-18,Management,PAVIA,18,141
2932,2020,2801,Padova,L-15,Progettazione e Gestione del Turismo Culturale,PADOVA,28,141
2933,2020,5201,Siena,L-33,Scienze Economiche e Bancarie,SIENA,52,141
2934,2020,5801,Roma La Sapienza,LM-41,Medicina e Chirurgia 'C',ROMA,58,141
2935,2020,6301,Napoli Federico II,L-26,Tecnologie Alimentari,PORTICI,63,141
2936,2020,6901,Chieti e Pescara,L-22,Scienze delle Attivit Motorie e Sportive,CHIETI,69,141
2937,2019,6301,Napoli Federico II,L-13,Corso di Laurea in Biologia Generale e Applicata,NAPOLI,63,141
2938,2019,1509,Milano Bicocca,L-30,Fisica,MILANO,15,141
2939,2019,1504,Milano Cattolica,L/SNT1,Infermieristica (Abilitante alla Professione Sanitaria di Infermiere),ROMA,58,141
2940,2019,1301,Novedrate e-Campus - telematica,L-09,Ingegneria Industriale,NOVEDRATE,13,141
2941,2019,2701,Venezia C Foscari,L-11,"Lingue, Culture e Societ dell'Asia e dell'Africa Mediterranea",VENEZIA,27,141
2942,2019,5801,Roma La Sapienza,L-03,Scienze della Moda e del Costume,ROMA,58,141
2943,2019,5801,Roma La Sapienza,L-18,Management e Diritto d'Impresa,LATINA,59,141
2944,2019,5803,Roma LUMSA,LMG/01,Giurisprudenza,PALERMO,82,140
2945,2019,2301,Verona,LM-38,Lingue per la Comunicazione Turistica e Commerciale,VERONA,23,140
2946,2019,1509,Milano Bicocca,LM-85,Scienze Pedagogiche,MILANO,15,140
2947,2019,1504,Milano Cattolica,LM-77,Mercati e Strategie d'Impresa,MILANO,15,140
2948,2020,1504,Milano Cattolica,LM-77,Economia e Legislazione d'Impresa,MILANO,15,140
2949,2020,101,Torino,L-36,Scienze Politiche e Sociali,TORINO,1,140
2950,2020,5801,Roma La Sapienza,LM-52,Relazioni Internazionali,ROMA,58,140
2951,2020,5810,Roma Marconi - telematica,L-33,Scienze Economiche,ROMA,58,140
2952,2020,3601,Modena e Reggio Emilia,L-33,Economia e Finanza,MODENA,36,140
2953,2017,2801,Padova,L-20,Comunicazione,PADOVA,28,140
2954,2017,2801,Padova,L-15,Progettazione e Gestione del Turismo Culturale,PADOVA,28,140
2955,2017,102,Torino Politecnico,L-04,Design e Comunicazione Visiva,TORINO,1,140
2956,2017,4801,Firenze,L-09,Ingegneria Meccanica,FIRENZE,48,140
2957,2017,5801,Roma La Sapienza,L-17,Scienze dell'Architettura,ROMA,58,140
2958,2018,1509,Milano Bicocca,LM-51,"Psicologia Clinica, dello Sviluppo e Neuropsicologia",MILANO,15,140
2959,2018,3601,Modena e Reggio Emilia,L-20,Scienze della Comunicazione,REGGIO NELL'EMILIA,35,140
2960,2018,3701,Bologna,LM-23,Ingegneria Civile,BOLOGNA,37,140
2961,2018,5601,Tuscia,L-18,Economia Aziendale,VITERBO,56,140
2962,2016,7201,Bari,46/S,Medicina e Chirurgia,BARI,72,140
2963,2016,1502,Milano Politecnico,L-09,Ingegneria Chimica,MILANO,15,140
2964,2016,102,Torino Politecnico,LM-29,Ingegneria Elettronica,TORINO,1,140
2965,2016,2702,Venezia Iuav,L-17,Architettura: Tecniche e Culture del Progetto,VENEZIA,27,140
2966,2015,6301,Napoli Federico II,LM-31,Ingegneria Gestionale,NAPOLI,63,140
2967,2015,4801,Firenze,LM-04,Architettura,FIRENZE,48,140
2968,2015,1502,Milano Politecnico,LM-12,Interior Design,MILANO,15,140
2969,2015,2201,Trento,LM-77,Management,TRENTO,22,140
2970,2015,2301,Verona,L-33,Economia e Commercio,VERONA,23,139
2971,2015,3601,Modena e Reggio Emilia,L/SNT1,Infermieristica (Abilitante alla Professione Sanitaria di Infermiere),MODENA,36,139
2972,2015,7901,Catanzaro,LMG/01,Giurisprudenza,CATANZARO,79,139
2973,2015,8201,Palermo,L-19,Scienze dell'Educazione,PALERMO,82,139
2974,2015,8201,Palermo,L-20,Scienze della Comunicazione per i Media e le Istituzioni,PALERMO,82,139
2975,2016,2702,Venezia Iuav,LM-04,Architettura e Culture del Progetto,VENEZIA,27,139
2976,2016,2301,Verona,LM-41,Medicina e Chirurgia,VERONA,23,139
2977,2015,8301,Messina,L-11,"Lingue, Letterature Straniere e Tecniche della Mediazione Linguistica",MESSINA,83,139
2978,2016,7202,Bari Politecnico,LM-23,Ingegneria Civile,BARI,72,139
2979,2016,6307,Napoli Pegaso - telematica,L-22,Scienze Motorie,NAPOLI,63,139
2980,2016,5810,Roma Marconi - telematica,LM-51,Psicologia,ROMA,58,139
2981,2018,5802,Roma Tor Vergata,L-11,Lingue e Letterature Moderne,ROMA,58,139
2982,2018,5801,Roma La Sapienza,L-05,Filosofia,ROMA,58,139
2983,2018,5801,Roma La Sapienza,L-40,Sociologia,ROMA,58,139
2984,2018,6301,Napoli Federico II,LM-33,Ingegneria Meccanica per la Progettazione e la Produzione,NAPOLI,63,139
2985,2018,7201,Bari,L-31,Informatica e Tecnologie per la Produzione del Software,BARI,72,139
2986,2018,8201,Palermo,L-12,Lingue e Letterature Moderne e Mediazione Linguistica - Italiano Come Lingua Seconda,PALERMO,82,139
2987,2019,101,Torino,LM-41,Medicina e Chirurgia,ORBASSANO,1,139
2988,2018,3701,Bologna,LM-84,Scienze Storiche e Orientalistiche,BOLOGNA,37,139
2989,2018,4201,Marche,LM-41,Medicina e Chirurgia,ANCONA,42,139
2990,2018,2101,Bolzano,LM-85 bis,Scienze della Formazione Primaria,BRESSANONE - BRIXEN,21,139
2991,2018,1501,Milano,LM-68,"Scienza, Tecnica e Didattica dello Sport",MILANO,15,139
2992,2018,1502,Milano Politecnico,LM-25,Automation And Control Engineering - Ingegneria dell'Automazione,MILANO,15,139
2993,2018,1301,Novedrate e-Campus - telematica,LMG/01,Giurisprudenza,NOVEDRATE,13,139
2994,2018,101,Torino,L-22,Scienze delle Attivit Motorie e Sportive,TORINO,1,139
2995,2017,5801,Roma La Sapienza,L-01,Studi Storico-Artistici,ROMA,58,139
2996,2017,1501,Milano,L-20,Scienze Umanistiche per la Comunicazione,MILANO,15,139
2997,2017,101,Torino,LM-51,Psicologia del Lavoro e del Benessere nelle Organizzazioni,TORINO,1,139
2998,2016,8301,Messina,L/SNT1,Infermieristica (Abilitante alla Professione Sanitaria di Infermiere),MESSINA,83,139
2999,2020,3401,Parma,LM-77,Trade e Consumer Marketing,PARMA,34,139
3000,2020,1801,Pavia,LMG/01,Giurisprudenza,PAVIA,18,139
3001,2020,6901,Chieti e Pescara,L-22,Scienze delle Attivita Motorie e Sportive,CHIETI,69,139
3002,2020,101,Torino,L-26,Tecnologie Alimentari,GRUGLIASCO,1,139
3003,2020,1503,Milano Bocconi,LM-56,Economic And Social Sciences,MILANO,15,139
3004,2020,1509,Milano Bicocca,LM-57,Formazione e Sviluppo delle Risorse Umane,MILANO,15,139
3005,2020,1509,Milano Bicocca,LM-77,Marketing e Mercati Globali,MILANO,15,139
3006,2020,1501,Milano,LM-13,Chimica e Tecnologia Farmaceutiche,MILANO,15,139
3007,2019,1502,Milano Politecnico,LM-28,Electrical Engineering - Ingegneria Elettrica,MILANO,15,139
3008,2019,1502,Milano Politecnico,LM-12,Design della Comunicazione,MILANO,15,139
3009,2019,5802,Roma Tor Vergata,LM-56,Economia dei Mercati e degli Intermediari Finanziari,ROMA,58,139
3010,2019,3601,Modena e Reggio Emilia,LM-41,Medicina e Chirurgia,MODENA,36,138
3011,2019,1801,Pavia,LM-13,Farmacia,PAVIA,18,138
3012,2020,102,Torino Politecnico,LM-29,Ingegneria Elettronica,TORINO,1,138
3013,2020,5801,Roma La Sapienza,LM-89,Storia dell'Arte,ROMA,58,138
3014,2020,7201,Bari,L-20,Scienze della Comunicazione,BARI,72,138
3015,2020,9001,Sassari,L-24,Scienze e Tecniche Psicologiche dei Processi Cognitivi,SASSARI,90,138
3016,2017,1501,Milano,LM-61,Alimentazione e Nutrizione Umana,MILANO,15,138
3017,2017,1509,Milano Bicocca,L-40,Sociologia,MILANO,15,138
3018,2017,3701,Bologna,LM-88,Scienze Criminologiche per l'Investigazione e la Sicurezza,FORLI',40,138
3019,2017,5801,Roma La Sapienza,LM-13,Farmacia,ROMA,58,138
3020,2017,5401,Perugia,L-22,Scienze Motorie e Sportive,PERUGIA,54,138
3021,2017,7201,Bari,L-18,Economia e Amministrazione delle Aziende,TARANTO,73,138
3022,2017,7501,Salento,L-36,Scienze Politiche e delle Relazioni Internazionali,LECCE,75,138
3023,2017,7202,Bari Politecnico,L-23,Ingegneria Edile,BARI,72,138
3024,2018,101,Torino,LM-13,Farmacia,TORINO,1,138
3025,2018,1503,Milano Bocconi,L-33,Economia e Scienze Sociali,MILANO,15,138
3026,2018,3801,Ferrara,LM-77,"Economia, Mercati e Management",FERRARA,38,138
3027,2018,3601,Modena e Reggio Emilia,L-33,Economia e Finanza,MODENA,36,138
3028,2019,101,Torino,LM-77,Finanza Aziendale e Mercati Finanziari,TORINO,1,138
3029,2018,8701,Catania,L-25,Scienze e Tecnologie Agrarie,CATANIA,87,138
3030,2016,5803,Roma LUMSA,LM-51,Psicologia Clinica del Ciclo di Vita,ROMA,58,138
3031,2016,6901,Chieti e Pescara,L-10,Lettere,CHIETI,69,138
3032,2016,102,Torino Politecnico,LM-20,Ingegneria Aerospaziale,TORINO,1,138
3033,2016,1509,Milano Bicocca,LM-77,Marketing e Mercati Globali,MILANO,15,138
3034,2016,3701,Bologna,LM-89,Arti Visive,BOLOGNA,37,138
3035,2015,6501,Salerno,L-11,Lingue e Culture Straniere,FISCIANO,65,138
3036,2015,6301,Napoli Federico II,14/S,Corso di Laurea Specialistica in Farmacia,NAPOLI,63,138
3037,2015,5810,Roma Marconi - telematica,L-14,Scienze dei Servizi Giuridici,ROMA,58,138
3038,2015,5809,Roma UNINT,LM-94,Interpretariato e Traduzione,ROMA,58,138
3039,2015,3701,Bologna,LM-50,Progettazione e Gestione dell'Intervento Educativo Nel Disagio Sociale,BOLOGNA,37,138
3040,2015,1504,Milano Cattolica,18-bis,Scienze della Formazione Primaria,MILANO,15,138
3041,2015,101,Torino,LM-77,Amministrazione e Controllo Aziendale,TORINO,1,138
3042,2015,1501,Milano,L-13,Scienze Biologiche,MILANO,15,137
3043,2015,5807,Roma Tre,L-10,Lettere,ROMA,58,137
3044,2015,5807,Roma Tre,L-07,Ingegneria Civile,ROMA,58,137
3045,2016,1701,Brescia,LMG/01,Giurisprudenza,BRESCIA,17,137
3046,2016,1801,Pavia,L-20,"Comunicazione, Innovazione, Multimedialita",PAVIA,18,137
3047,2016,2801,Padova,LM-51,Psicologia Clinica,PADOVA,28,137
3048,2016,1301,Novedrate e-Campus - telematica,L-33,Economia,NOVEDRATE,13,137
3049,2016,1505,Milano IULM,LM-59,"Marketing, Consumi e Comunicazione",MILANO,15,137
3050,2015,9201,Cagliari,L-24,Scienze e Tecniche Psicologiche,CAGLIARI,92,137
3051,2016,6304,Napoli Benincasa,L-20,Scienze della Comunicazione,NAPOLI,63,137
3052,2016,8201,Palermo,L-20,Scienze della Comunicazione per i Media e le Istituzioni,PALERMO,82,137
3053,2018,8701,Catania,L/SNT1,Infermieristica (Abilitante alla Professione Sanitaria di Infermiere),CATANIA,87,137
3054,2018,9201,Cagliari,L-24,Scienze e Tecniche Psicologiche,CAGLIARI,92,137
3055,2018,5810,Roma Marconi - telematica,LMG/01,Giurisprudenza,ROMA,58,137
3056,2018,5801,Roma La Sapienza,LM-41,"Medicina e Chirurgia ""D""",ROMA,58,137
3057,2018,5802,Roma Tor Vergata,LM-56,Economia dei Mercati e degli Intermediari Finanziari,ROMA,58,137
3058,2018,3201,Trieste,L-12,Comunicazione Interlinguistica Applicata,TRIESTE,32,137
3059,2018,3701,Bologna,LM-89,Arti Visive,BOLOGNA,37,137
3060,2018,5001,Pisa,L-18,"Banca, Finanza e Mercati Finanziari",PISA,50,137
3061,2018,1502,Milano Politecnico,LM-12,Design degli Interni - Interior Design,MILANO,15,137
3062,2018,1501,Milano,L-25,Scienze e Tecnologie Agrarie,MILANO,15,137
3063,2017,8201,Palermo,L-20,Scienze della Comunicazione per i Media e le Istituzioni,PALERMO,82,137
3064,2017,8301,Messina,L/SNT1,Infermieristica (Abilitante alla Professione Sanitaria di Infermiere),MESSINA,83,137
3065,2017,6901,Chieti e Pescara,L-33,Economia e Commercio,PESCARA,68,137
3066,2017,5801,Roma La Sapienza,L-03,Scienze della Moda e del Costume,ROMA,58,137
3067,2017,6301,Napoli Federico II,L-26,Tecnologie Alimentari,PORTICI,63,137
3068,2017,2801,Padova,L-36,"Scienze Politiche, Studi Internazionali, Governo delle Amministrazioni",PADOVA,28,137
3069,2017,2801,Padova,LM-23,Ingegneria Civile,PADOVA,28,137
3070,2017,2301,Verona,L-20,Scienze della Comunicazione,VERONA,23,137
3071,2020,7201,Bari,LM-13,Farmacia,BARI,72,137
3072,2020,7801,Calabria,LM-77,Economia Aziendale e Management,RENDE,78,137
3073,2020,2701,Venezia C Foscari,LM-77,Economia e Gestione delle Aziende,VENEZIA,27,137
3074,2019,5816,Roma San Raffaele - telematica,LM-67,Scienze e Tecniche delle Attivit Motorie Preventive e Adattate,ROMA,58,137
3075,2019,6303,Napoli L'Orientale,L-36,Scienze Politiche e Relazioni Internazionali,NAPOLI,63,137
3076,2019,2301,Verona,L-11,Lingue e Letterature Straniere,VERONA,23,137
3077,2019,2801,Padova,L-12,Mediazione Linguistica e Culturale,PADOVA,28,137
3078,2019,2801,Padova,LM-13,Farmacia,PADOVA,28,137
3079,2019,3601,Modena e Reggio Emilia,LM-77,Management e Comunicazione d'Impresa,REGGIO NELL'EMILIA,35,137
3080,2019,3601,Modena e Reggio Emilia,LMG/01,Giurisprudenza,MODENA,36,137
3081,2019,5601,Tuscia,L-18,Economia Aziendale,VITERBO,56,137
3082,2019,3701,Bologna,L-42,"Antropologia, Religioni, Civilta Orientali",BOLOGNA,37,136
3083,2019,4201,Marche,LM-41,Medicina e Chirurgia,ANCONA,42,136
3084,2019,1502,Milano Politecnico,L-08,Ingegneria Biomedica,MILANO,15,136
3085,2019,6307,Napoli Pegaso - telematica,L-15,Scienze Turistiche,NAPOLI,63,136
3086,2019,6301,Napoli Federico II,L-17,Scienze dell'Architettura,NAPOLI,63,136
3087,2019,7801,Calabria,LM-77,Economia Aziendale e Management,RENDE,78,136
3088,2020,1504,Milano Cattolica,L/SNT1,Infermieristica (Abilitante alla Professione Sanitaria di Infermiere),ROMA,58,136
3089,2020,2801,Padova,L-10,Lettere,PADOVA,28,136
3090,2020,6601,L'Aquila,LM-51,"Psicologia Applicata, Clinica e della Salute",L'AQUILA,66,136
3091,2017,2702,Venezia Iuav,LM-04,Architettura e Culture del Progetto,VENEZIA,27,136
3092,2017,1509,Milano Bicocca,LM-41,Medicina e Chirurgia,MONZA,108,136
3093,2017,1601,Bergamo,L-20,Scienze della Comunicazione,BERGAMO,16,136
3094,2017,1502,Milano Politecnico,L-17,Progettazione Architettonica,MILANO,15,136
3095,2016,9201,Cagliari,L-36,Scienze Politiche,CAGLIARI,92,136
3096,2017,5801,Roma La Sapienza,LM-41,"Medicina e Chirurgia ""D""",ROMA,58,136
3097,2017,5801,Roma La Sapienza,LM-89,Storia dell'Arte,ROMA,58,136
3098,2017,5201,Siena,LM-41,Medicina e Chirurgia,SIENA,52,136
3099,2017,6901,Chieti e Pescara,LM-77,Economia Aziendale,PESCARA,68,136
3100,2018,101,Torino,LM-51,Psicologia Criminologica e Forense,TORINO,1,136
3101,2017,8701,Catania,L-33,Economia,CATANIA,87,136
3102,2018,2801,Padova,L-19,Scienze dell'Educazione e della Formazione,PADOVA,28,136
3103,2018,5810,Roma Marconi - telematica,L-33,Scienze Economiche,ROMA,58,136
3104,2018,5807,Roma Tre,LM-85 bis,Scienze della Formazione Primaria,ROMA,58,136
3105,2019,102,Torino Politecnico,LM-04,Architettura per il Progetto Sostenibile,TORINO,1,136
3106,2018,7501,Salento,L-18,Economia Aziendale,LECCE,75,136
3107,2016,8201,Palermo,L-12,Lingue e Letterature Moderne e Mediazione Linguistica - Italiano Come Lingua Seconda,PALERMO,82,136
3108,2016,5401,Perugia,L-13,Scienze Biologiche,PERUGIA,54,136
3109,2016,101,Torino,L-16,Scienze dell'Amministrazione e Consulenza del Lavoro,TORINO,1,136
3110,2016,3701,Bologna,L-19,Educatore Sociale e Culturale,RIMINI,99,136
3111,2015,6901,Chieti e Pescara,L-18,Economia e Management,PESCARA,68,136
3112,2015,7201,Bari,L-18,Marketing e Comunicazione d'Azienda,BARI,72,136
3113,2015,1201,Castellanza LIUC,L-18,Economia Aziendale,CASTELLANZA,12,136
3114,2015,1001,Genova,LM-41,Medicina e Chirurgia,GENOVA,10,136
3115,2015,101,Torino,LM-77,Professioni Contabili,TORINO,1,136
3116,2015,1502,Milano Politecnico,L-09,Ingegneria Chimica,MILANO,15,136
3117,2015,3701,Bologna,L-18,Economia dell'Impresa,RIMINI,99,136
3118,2015,3601,Modena e Reggio Emilia,L-12,Lingue e Culture Europee,MODENA,36,136
3119,2015,3701,Bologna,L-07,Ingegneria Civile,BOLOGNA,37,135
3120,2015,4302,Camerino,L-17,Scienze dell'Architettura,ASCOLI PICENO,44,135
3121,2015,1502,Milano Politecnico,L-04,Design della Comunicazione,MILANO,15,135
3122,2015,1504,Milano Cattolica,18-bis,Scienze della Formazione Primaria,BRESCIA,17,135
3123,2015,1504,Milano Cattolica,L-10,Lettere,MILANO,15,135
3124,2015,7201,Bari,L-19,Scienze dell'Educazione,BARI,72,135
3125,2015,7203,Casamassima - G.Degennaro,L-18,Economia ed Organizzazione Aziendale,CASAMASSIMA,72,135
3126,2015,5801,Roma La Sapienza,LM-41,Medicina e Chirurgia,ROMA,58,135
3127,2015,8701,Catania,46/S,Medicina e Chirurgia,CATANIA,87,135
3128,2016,1501,Milano,LM-78,Scienze Filosofiche,MILANO,15,135
3129,2016,4801,Firenze,L-19,Scienze dell'Educazione Sociale,FIRENZE,48,135
3130,2016,5802,Roma Tor Vergata,LM-77,Business Administration-Gestione d'Impresa,ROMA,58,135
3131,2016,5801,Roma La Sapienza,L-09,Ingegneria Meccanica,ROMA,58,135
3132,2016,5801,Roma La Sapienza,LM-04cu,Ingegneria Edile-Architettura,ROMA,58,135
3133,2016,6901,Chieti e Pescara,L-18,Economia e Management,PESCARA,68,135
3134,2018,7501,Salento,L-24,Scienza e Tecniche Psicologiche,LECCE,75,135
3135,2018,5801,Roma La Sapienza,L-20,"Comunicazione, Tecnologie e Culture Digitali",ROMA,58,135
3136,2018,2801,Padova,L-10,Lettere,PADOVA,28,135
3137,2018,3601,Modena e Reggio Emilia,L-09,Ingegneria Meccanica,MODENA,36,135
3138,2018,5001,Pisa,L-33,Economia e Commercio,PISA,50,135
3139,2018,3701,Bologna,L-30,Fisica,BOLOGNA,37,135
3140,2017,6301,Napoli Federico II,LM-13,Corso di Laurea Magistrale in Farmacia,NAPOLI,63,135
3141,2017,5805,Roma LUISS,LM-56,Economia e Finanza,ROMA,58,135
3142,2017,5810,Roma Marconi - telematica,L-14,Scienze dei Servizi Giuridici,ROMA,58,135
3143,2016,9001,Sassari,L/SNT1,Infermieristica (Abilitante alla Professione Sanitaria di Infermiere),SASSARI,90,135
3144,2017,1501,Milano,LM-52,Relazioni Internazionali,MILANO,15,135
3145,2017,1501,Milano,LM-13,Chimica e Tecnologia Farmaceutiche,MILANO,15,135
3146,2020,5201,Siena,LMG/01,Giurisprudenza,SIENA,52,135
3147,2020,3401,Parma,L-20,Comunicazione e Media Contemporanei per le Industrie Creative,PARMA,34,135
3148,2020,3801,Ferrara,LM-77,"Economia, Mercati e Management",FERRARA,38,135
3149,2020,5001,Pisa,L-08,Ingegneria Biomedica,PISA,50,135
3150,2020,8201,Palermo,L/SNT1,Infermieristica (Abilitante alla Professione Sanitaria di Infermiere),PALERMO,82,135
3151,2020,1509,Milano Bicocca,L-20,Comunicazione Interculturale,MILANO,15,135
3152,2020,1501,Milano,LM-78,Scienze Filosofiche,MILANO,15,135
3153,2019,1502,Milano Politecnico,LM-24,Management Of Built Environment - Gestione del Costruito,MILANO,15,135
3154,2019,1501,Milano,L-26,Scienze e Tecnologie Alimentari,MILANO,15,135
3155,2019,2801,Padova,L-19,Scienze dell'Educazione e della Formazione,PADOVA,28,135
3156,2019,3201,Trieste,L-19,Scienze dell'Educazione,PORTOGRUARO,27,135
3157,2019,3701,Bologna,L-41,Scienze Statistiche,BOLOGNA,37,135
3158,2019,3801,Ferrara,LM-77,"Economia, Mercati e Management",FERRARA,38,135
3159,2019,3701,Bologna,LM-88,Scienze Criminologiche per l'Investigazione e la Sicurezza,FORLI',40,134
3160,2019,3701,Bologna,LM-33,Ingegneria Meccanica,BOLOGNA,37,134
3161,2019,5801,Roma La Sapienza,L-40,Sociologia,ROMA,58,134
3162,2019,5801,Roma La Sapienza,L-04,Disegno Industriale,ROMA,58,134
3163,2019,5801,Roma La Sapienza,L-09,Ingegneria Meccanica,ROMA,58,134
3164,2019,1502,Milano Politecnico,L-04,Design della Moda,MILANO,15,134
3165,2019,7801,Calabria,LMG/01,Giurisprudenza,RENDE,78,134
3166,2019,6701,Teramo,LMG/01,Giurisprudenza,TERAMO,67,134
3167,2019,6306,Napoli Vanvitelli,L/SNT1,Infermieristica (Abilitante alla Professione Sanitaria di Infermiere),AVELLINO,64,134
3168,2020,5001,Pisa,L-31,Informatica,PISA,50,134
3169,2020,2801,Padova,L-30,Fisica,PADOVA,28,134
3170,2020,2301,Verona,L-01,Beni Culturali,VERONA,23,134
3171,2020,5805,Roma LUISS,LM-77,"Amministrazione, Finanza e Controllo",ROMA,58,134
3172,2017,102,Torino Politecnico,L-07,Ingegneria Civile,TORINO,1,134
3173,2017,1801,Pavia,LM-13,Farmacia,PAVIA,18,134
3174,2017,3701,Bologna,L-18,Management e Marketing,BOLOGNA,37,134
3175,2017,3801,Ferrara,L/SNT1,Infermieristica (Abilitante alla Professione Sanitaria di Infermiere),FERRARA,38,134
3176,2017,5801,Roma La Sapienza,L-18,Management e Diritto d'Impresa,LATINA,59,134
3177,2017,6307,Napoli Pegaso - telematica,LM-47,Management dello Sport e delle Attivita Motorie,NAPOLI,63,134
3178,2017,7201,Bari,L-28,Scienze e Gestione delle Attivita' Marittime,TARANTO,73,134
3179,2018,101,Torino,L-10,Lettere,TORINO,1,134
3180,2018,1501,Milano,L-14,Scienze dei Servizi Giuridici,MILANO,15,134
3181,2018,1801,Pavia,L-18,"Amministrazione, Controllo e Finanza Aziendale",PAVIA,18,134
3182,2018,1504,Milano Cattolica,LM-19,"Comunicazione per l'Impresa, i Media e le Organizzazioni Complesse",MILANO,15,134
3183,2018,6201,Sannio,L-18,Economia Aziendale,BENEVENTO,62,134
